month,exact_date_value,week_value,date_sin,date_cos,day_of_year,day_of_year_sin,day_of_year_cos,full_date_ymd
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,8,2,0.9987165071710528,-0.0506491688387126,343,0.1372787721132647,0.9905324521322229,2024-12-08
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,9,2,0.9680771188662044,-0.2506525322587204,344,0.1543088206642811,0.9880226656636976,2024-12-09
12,10,2,0.8978045395707416,-0.4403941515576344,345,0.1712931441814776,0.9852201067560606,2024-12-10
12,10,2,0.8978045395707416,-0.4403941515576344,345,0.1712931441814776,0.9852201067560606,2024-12-10
12,10,2,0.8978045395707416,-0.4403941515576344,345,0.1712931441814776,0.9852201067560606,2024-12-10
12,10,2,0.8978045395707416,-0.4403941515576344,345,0.1712931441814776,0.9852201067560606,2024-12-10
12,10,2,0.8978045395707416,-0.4403941515576344,345,0.1712931441814776,0.9852201067560606,2024-12-10
12,10,2,0.8978045395707416,-0.4403941515576344,345,0.1712931441814776,0.9852201067560606,2024-12-10
12,10,2,0.8978045395707416,-0.4403941515576344,345,0.1712931441814776,0.9852201067560606,2024-12-10
